,date,Current_time,dayofweek,precipitation,temperature,holiday,station_name,bikein,bikeout,bikeloss
0,2022-09-01,4,3.0,0.0,12.0,0.0,29,71,54,17
0,2022-09-01,1,3.0,0.0,12.0,0.0,30,3,2,1
0,2022-09-01,2,3.0,0.0,12.0,0.0,30,20,10,10
0,2022-09-01,3,3.0,0.0,12.0,0.0,30,14,14,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,30,20,35,-15
0,2022-09-01,1,3.0,0.0,12.0,0.0,31,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,31,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,31,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,31,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,32,0,1,-1
0,2022-09-01,2,3.0,0.0,12.0,0.0,32,15,11,4
0,2022-09-01,3,3.0,0.0,12.0,0.0,32,18,8,10
0,2022-09-01,4,3.0,0.0,12.0,0.0,32,31,41,-10
0,2022-09-01,1,3.0,0.0,12.0,0.0,33,2,2,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,33,12,28,-16
0,2022-09-01,3,3.0,0.0,12.0,0.0,33,15,10,5
0,2022-09-01,4,3.0,0.0,12.0,0.0,33,37,27,10
0,2022-09-01,1,3.0,0.0,12.0,0.0,34,0,3,-3
0,2022-09-01,2,3.0,0.0,12.0,0.0,34,18,32,-14
0,2022-09-01,3,3.0,0.0,12.0,0.0,34,15,16,-1
0,2022-09-01,4,3.0,0.0,12.0,0.0,34,50,28,22
0,2022-09-01,1,3.0,0.0,12.0,0.0,35,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,35,10,10,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,35,8,6,2
0,2022-09-01,4,3.0,0.0,12.0,0.0,35,23,26,-3
0,2022-09-01,1,3.0,0.0,12.0,0.0,36,3,1,2
0,2022-09-01,2,3.0,0.0,12.0,0.0,36,3,1,2
0,2022-09-01,3,3.0,0.0,12.0,0.0,36,0,1,-1
0,2022-09-01,4,3.0,0.0,12.0,0.0,36,8,15,-7
0,2022-09-01,1,3.0,0.0,12.0,0.0,37,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,37,0,1,-1
0,2022-09-01,3,3.0,0.0,12.0,0.0,37,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,37,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,38,2,2,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,38,20,22,-2
0,2022-09-01,3,3.0,0.0,12.0,0.0,38,19,18,1
0,2022-09-01,4,3.0,0.0,12.0,0.0,38,51,49,2
0,2022-09-01,1,3.0,0.0,12.0,0.0,39,2,0,2
0,2022-09-01,2,3.0,0.0,12.0,0.0,39,13,12,1
0,2022-09-01,3,3.0,0.0,12.0,0.0,39,9,9,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,39,36,37,-1
0,2022-09-01,1,3.0,0.0,12.0,0.0,40,1,1,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,40,11,6,5
0,2022-09-01,3,3.0,0.0,12.0,0.0,40,7,3,4
0,2022-09-01,4,3.0,0.0,12.0,0.0,40,14,18,-4
0,2022-09-01,1,3.0,0.0,12.0,0.0,41,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,41,16,7,9
0,2022-09-01,3,3.0,0.0,12.0,0.0,41,4,8,-4
0,2022-09-01,4,3.0,0.0,12.0,0.0,41,17,25,-8
0,2022-09-01,1,3.0,0.0,12.0,0.0,42,3,0,3
0,2022-09-01,2,3.0,0.0,12.0,0.0,42,24,18,6
0,2022-09-01,3,3.0,0.0,12.0,0.0,42,21,24,-3
0,2022-09-01,4,3.0,0.0,12.0,0.0,42,45,51,-6
0,2022-09-01,1,3.0,0.0,12.0,0.0,43,0,1,-1
0,2022-09-01,2,3.0,0.0,12.0,0.0,43,13,4,9
0,2022-09-01,3,3.0,0.0,12.0,0.0,43,6,5,1
0,2022-09-01,4,3.0,0.0,12.0,0.0,43,8,11,-3
0,2022-09-01,1,3.0,0.0,12.0,0.0,44,3,2,1
0,2022-09-01,2,3.0,0.0,12.0,0.0,44,12,2,10
0,2022-09-01,3,3.0,0.0,12.0,0.0,44,7,5,2
0,2022-09-01,4,3.0,0.0,12.0,0.0,44,12,26,-14
0,2022-09-01,1,3.0,0.0,12.0,0.0,45,5,0,5
0,2022-09-01,2,3.0,0.0,12.0,0.0,45,8,3,5
0,2022-09-01,3,3.0,0.0,12.0,0.0,45,6,6,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,45,14,21,-7
0,2022-09-01,1,3.0,0.0,12.0,0.0,46,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,46,12,2,10
0,2022-09-01,3,3.0,0.0,12.0,0.0,46,4,4,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,46,11,19,-8
0,2022-09-01,1,3.0,0.0,12.0,0.0,47,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,47,4,1,3
0,2022-09-01,3,3.0,0.0,12.0,0.0,47,1,1,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,47,3,7,-4
0,2022-09-01,1,3.0,0.0,12.0,0.0,48,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,48,7,3,4
0,2022-09-01,3,3.0,0.0,12.0,0.0,48,1,3,-2
0,2022-09-01,4,3.0,0.0,12.0,0.0,48,13,15,-2
0,2022-09-01,1,3.0,0.0,12.0,0.0,49,1,0,1
0,2022-09-01,2,3.0,0.0,12.0,0.0,49,2,2,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,49,2,3,-1
0,2022-09-01,4,3.0,0.0,12.0,0.0,49,4,2,2
0,2022-09-01,1,3.0,0.0,12.0,0.0,50,1,0,1
0,2022-09-01,2,3.0,0.0,12.0,0.0,50,3,5,-2
0,2022-09-01,3,3.0,0.0,12.0,0.0,50,6,9,-3
0,2022-09-01,4,3.0,0.0,12.0,0.0,50,6,5,1
0,2022-09-01,1,3.0,0.0,12.0,0.0,51,1,0,1
0,2022-09-01,2,3.0,0.0,12.0,0.0,51,6,3,3
0,2022-09-01,3,3.0,0.0,12.0,0.0,51,7,7,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,51,8,12,-4
0,2022-09-01,1,3.0,0.0,12.0,0.0,52,1,4,-3
0,2022-09-01,2,3.0,0.0,12.0,0.0,52,16,5,11
0,2022-09-01,3,3.0,0.0,12.0,0.0,52,6,7,-1
0,2022-09-01,4,3.0,0.0,12.0,0.0,52,12,20,-8
0,2022-09-01,1,3.0,0.0,12.0,0.0,53,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,53,9,5,4
0,2022-09-01,3,3.0,0.0,12.0,0.0,53,2,1,1
0,2022-09-01,4,3.0,0.0,12.0,0.0,53,8,6,2
0,2022-09-01,1,3.0,0.0,12.0,0.0,54,6,2,4
0,2022-09-01,2,3.0,0.0,12.0,0.0,54,0,2,-2
0,2022-09-01,3,3.0,0.0,12.0,0.0,54,2,1,1
0,2022-09-01,4,3.0,0.0,12.0,0.0,54,2,2,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,55,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,55,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,55,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,55,0,1,-1
0,2022-09-01,1,3.0,0.0,12.0,0.0,56,0,2,-2
0,2022-09-01,2,3.0,0.0,12.0,0.0,56,11,6,5
0,2022-09-01,3,3.0,0.0,12.0,0.0,56,9,8,1
0,2022-09-01,4,3.0,0.0,12.0,0.0,56,21,27,-6
0,2022-09-01,1,3.0,0.0,12.0,0.0,57,0,2,-2
0,2022-09-01,2,3.0,0.0,12.0,0.0,57,17,24,-7
0,2022-09-01,3,3.0,0.0,12.0,0.0,57,11,9,2
0,2022-09-01,4,3.0,0.0,12.0,0.0,57,44,40,4
0,2022-09-01,1,3.0,0.0,12.0,0.0,58,3,0,3
0,2022-09-01,2,3.0,0.0,12.0,0.0,58,3,0,3
0,2022-09-01,3,3.0,0.0,12.0,0.0,58,2,1,1
0,2022-09-01,4,3.0,0.0,12.0,0.0,58,9,14,-5
0,2022-09-01,1,3.0,0.0,12.0,0.0,59,0,1,-1
0,2022-09-01,2,3.0,0.0,12.0,0.0,59,8,14,-6
0,2022-09-01,3,3.0,0.0,12.0,0.0,59,8,6,2
0,2022-09-01,4,3.0,0.0,12.0,0.0,59,25,12,13
0,2022-09-01,1,3.0,0.0,12.0,0.0,60,7,6,1
0,2022-09-01,2,3.0,0.0,12.0,0.0,60,15,18,-3
0,2022-09-01,3,3.0,0.0,12.0,0.0,60,14,12,2
0,2022-09-01,4,3.0,0.0,12.0,0.0,60,34,31,3
0,2022-09-01,1,3.0,0.0,12.0,0.0,61,1,1,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,61,7,5,2
0,2022-09-01,3,3.0,0.0,12.0,0.0,61,9,6,3
0,2022-09-01,4,3.0,0.0,12.0,0.0,61,19,21,-2
0,2022-09-01,1,3.0,0.0,12.0,0.0,62,1,5,-4
0,2022-09-01,2,3.0,0.0,12.0,0.0,62,20,19,1
0,2022-09-01,3,3.0,0.0,12.0,0.0,62,13,7,6
0,2022-09-01,4,3.0,0.0,12.0,0.0,62,20,23,-3
0,2022-09-01,1,3.0,0.0,12.0,0.0,63,1,3,-2
0,2022-09-01,2,3.0,0.0,12.0,0.0,63,26,9,17
0,2022-09-01,3,3.0,0.0,12.0,0.0,63,12,17,-5
0,2022-09-01,4,3.0,0.0,12.0,0.0,63,28,31,-3
0,2022-09-01,1,3.0,0.0,12.0,0.0,64,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,64,13,5,8
0,2022-09-01,3,3.0,0.0,12.0,0.0,64,2,3,-1
0,2022-09-01,4,3.0,0.0,12.0,0.0,64,7,19,-12
0,2022-09-01,1,3.0,0.0,12.0,0.0,65,1,0,1
0,2022-09-01,2,3.0,0.0,12.0,0.0,65,8,13,-5
0,2022-09-01,3,3.0,0.0,12.0,0.0,65,11,7,4
0,2022-09-01,4,3.0,0.0,12.0,0.0,65,26,27,-1
0,2022-09-01,1,3.0,0.0,12.0,0.0,66,3,2,1
0,2022-09-01,2,3.0,0.0,12.0,0.0,66,13,6,7
0,2022-09-01,3,3.0,0.0,12.0,0.0,66,5,5,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,66,15,20,-5
0,2022-09-01,1,3.0,0.0,12.0,0.0,67,4,0,4
0,2022-09-01,2,3.0,0.0,12.0,0.0,67,29,14,15
0,2022-09-01,3,3.0,0.0,12.0,0.0,67,14,26,-12
0,2022-09-01,4,3.0,0.0,12.0,0.0,67,61,64,-3
0,2022-09-01,1,3.0,0.0,12.0,0.0,68,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,68,11,8,3
0,2022-09-01,3,3.0,0.0,12.0,0.0,68,7,7,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,68,19,31,-12
0,2022-09-01,1,3.0,0.0,12.0,0.0,69,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,69,6,19,-13
0,2022-09-01,3,3.0,0.0,12.0,0.0,69,2,5,-3
0,2022-09-01,4,3.0,0.0,12.0,0.0,69,40,34,6
0,2022-09-01,1,3.0,0.0,12.0,0.0,70,0,1,-1
0,2022-09-01,2,3.0,0.0,12.0,0.0,70,21,7,14
0,2022-09-01,3,3.0,0.0,12.0,0.0,70,14,15,-1
0,2022-09-01,4,3.0,0.0,12.0,0.0,70,32,40,-8
0,2022-09-01,1,3.0,0.0,12.0,0.0,71,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,71,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,71,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,71,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,72,0,1,-1
0,2022-09-01,2,3.0,0.0,12.0,0.0,72,12,19,-7
0,2022-09-01,3,3.0,0.0,12.0,0.0,72,7,17,-10
0,2022-09-01,4,3.0,0.0,12.0,0.0,72,15,17,-2
0,2022-09-01,1,3.0,0.0,12.0,0.0,73,3,1,2
0,2022-09-01,2,3.0,0.0,12.0,0.0,73,12,8,4
0,2022-09-01,3,3.0,0.0,12.0,0.0,73,8,10,-2
0,2022-09-01,4,3.0,0.0,12.0,0.0,73,24,24,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,74,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,74,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,74,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,74,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,75,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,75,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,75,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,75,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,76,2,0,2
0,2022-09-01,2,3.0,0.0,12.0,0.0,76,0,2,-2
0,2022-09-01,3,3.0,0.0,12.0,0.0,76,6,0,6
0,2022-09-01,4,3.0,0.0,12.0,0.0,76,7,4,3
0,2022-09-01,1,3.0,0.0,12.0,0.0,77,5,0,5
0,2022-09-01,2,3.0,0.0,12.0,0.0,77,15,15,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,77,5,8,-3
0,2022-09-01,4,3.0,0.0,12.0,0.0,77,32,36,-4
0,2022-09-01,1,3.0,0.0,12.0,0.0,78,1,0,1
0,2022-09-01,2,3.0,0.0,12.0,0.0,78,12,3,9
0,2022-09-01,3,3.0,0.0,12.0,0.0,78,4,5,-1
0,2022-09-01,4,3.0,0.0,12.0,0.0,78,22,33,-11
0,2022-09-01,1,3.0,0.0,12.0,0.0,79,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,79,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,79,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,79,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,80,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,80,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,80,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,80,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,81,2,2,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,81,13,3,10
0,2022-09-01,3,3.0,0.0,12.0,0.0,81,2,2,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,81,7,15,-8
0,2022-09-01,1,3.0,0.0,12.0,0.0,82,0,1,-1
0,2022-09-01,2,3.0,0.0,12.0,0.0,82,10,3,7
0,2022-09-01,3,3.0,0.0,12.0,0.0,82,2,0,2
0,2022-09-01,4,3.0,0.0,12.0,0.0,82,4,5,-1
0,2022-09-01,1,3.0,0.0,12.0,0.0,83,4,1,3
0,2022-09-01,2,3.0,0.0,12.0,0.0,83,18,10,8
0,2022-09-01,3,3.0,0.0,12.0,0.0,83,13,4,9
0,2022-09-01,4,3.0,0.0,12.0,0.0,83,12,32,-20
0,2022-09-01,1,3.0,0.0,12.0,0.0,84,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,84,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,84,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,84,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,85,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,85,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,85,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,85,0,1,-1
0,2022-09-01,1,3.0,0.0,12.0,0.0,86,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,86,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,86,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,86,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,87,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,87,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,87,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,87,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,88,3,5,-2
0,2022-09-01,2,3.0,0.0,12.0,0.0,88,16,17,-1
0,2022-09-01,3,3.0,0.0,12.0,0.0,88,17,14,3
0,2022-09-01,4,3.0,0.0,12.0,0.0,88,57,63,-6
0,2022-09-01,1,3.0,0.0,12.0,0.0,89,1,7,-6
0,2022-09-01,2,3.0,0.0,12.0,0.0,89,11,30,-19
0,2022-09-01,3,3.0,0.0,12.0,0.0,89,9,13,-4
0,2022-09-01,4,3.0,0.0,12.0,0.0,89,66,39,27
0,2022-09-01,1,3.0,0.0,12.0,0.0,90,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,90,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,90,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,90,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,91,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,91,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,91,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,91,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,92,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,92,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,92,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,92,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,93,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,93,0,0,0
0,2022-09-01,3,3.0,0.0,12.0,0.0,93,0,0,0
0,2022-09-01,4,3.0,0.0,12.0,0.0,93,0,0,0
0,2022-09-01,1,3.0,0.0,12.0,0.0,94,1,0,1
0,2022-09-01,2,3.0,0.0,12.0,0.0,94,16,4,12
0,2022-09-01,3,3.0,0.0,12.0,0.0,94,4,8,-4
0,2022-09-01,4,3.0,0.0,12.0,0.0,94,23,31,-8
0,2022-09-01,1,3.0,0.0,12.0,0.0,95,0,0,0
0,2022-09-01,2,3.0,0.0,12.0,0.0,95,11,5,6
0,2022-09-01,3,3.0,0.0,12.0,0.0,95,2,3,-1
0,2022-09-01,4,3.0,0.0,12.0,0.0,95,11,21,-10
1,2022-09-02,1,4.0,0.0,11.0,0.0,0,2,0,2
1,2022-09-02,2,4.0,0.0,11.0,0.0,0,7,8,-1
1,2022-09-02,3,4.0,0.0,11.0,0.0,0,11,14,-3
1,2022-09-02,4,4.0,0.0,11.0,0.0,0,16,15,1
1,2022-09-02,1,4.0,0.0,11.0,0.0,1,1,2,-1
1,2022-09-02,2,4.0,0.0,11.0,0.0,1,8,9,-1
1,2022-09-02,3,4.0,0.0,11.0,0.0,1,7,9,-2
1,2022-09-02,4,4.0,0.0,11.0,0.0,1,15,15,0
1,2022-09-02,1,4.0,0.0,11.0,0.0,2,0,0,0
